processo,contratante,contratado,objeto,vigencia,valor_total,data_assinatura
23034.031416/2023-82,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,13.811.219/0001-12 - EDITORA NEMO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",22/12/2025 a 17/12/2026,"R$ 189.659,85",21/12/2025
23034.031236/2023-09,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,08.783.720/0001-82 - SIGNO EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",22/12/2025 a 17/12/2026,"R$ 553.350,52",21/12/2025
23034.031112/2023-15,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,11.950.395/0001-00 - GALERIA SABER E LER - COMERCIO DE LIVROS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 624.094,69",15/12/2025
23034.037254/2023-96,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,18.110.449/0001-78 - ELEFANTE LETRADO SERVICOS EDUCACIONAIS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",18/12/2025 a 13/12/2026,"R$ 530.033,98",18/12/2025
23034.031232/2023-12,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,17.077.754/0001-42 - SG-AMARANTE EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",18/12/2025 a 13/12/2026,"R$ 459.987,46",18/12/2025
23034.027429/2023-57,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,14.174.305/0001-24 - EDICOES MMM EDITORA E LIVRARIA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",22/12/2025 a 17/12/2026,"R$ 483.284,17",21/12/2025
23034.031273/2023-17,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,39.884.301/0001-60 - VERSOS COMERCIO E EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 472.458,23",15/12/2025
23034.037174/2023-31,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,35.414.225/0001-79 - EDITORA PRAXIS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 422.183,35",15/12/2025
23034.031491/2023-43,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,00.802.921/0001-78 - K.G PANSA EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 218.534,16",14/12/2025
23034.031197/2023-31,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,05.606.794/0001-55 - PALAVRAS PROJETOS EDITORIAIS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 521.951,83",14/12/2025
23034.031389/2023-48,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.414.367/0001-64 - EDITORA MILENA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 494.164,42",14/12/2025
23034.031151/2023-12,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,61.097.432/0001-57 - KIT'S EDITORA COMERCIO E INDUSTRIA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 862.295,70",14/12/2025
23034.031488/2023-20,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,72.044.050/0001-81 - IMO S GRAFICA E EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 229.680,74",14/12/2025
23034.031148/2023-07,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,06.181.304/0001-89 - JOANINHA EDICOES E GRAFICA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 473.675,34",14/12/2025
23034.031486/2023-31,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,00.845.926/0001-88 - GIRASSOL BRASIL EDICOES LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 216.721,38",14/12/2025
23034.031288/2023-77,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,31.010.097/0001-47 - WAGNER S GOMES JUNIOR,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 451.974,13",15/12/2025
23034.031173/2023-82,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.399.001/0001-63 - MARTHA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 375.704,21",15/12/2025
23034.026181/2023-15,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.886.920/0001-61 - EDITORA PENSANTE LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 251.711,09",14/12/2025
23034.006412/2024-47,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,10.973.715/0001-84 - PINGUE-PONGUE EDICOES E BRINQUEDOS PEDAGOGICOS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 264.829,22",15/12/2025
23034.031207/2023-39,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,13.042.192/0001-40 - PROMOBOOK EDITORIAL DE LIVROS E PRODUTOS EDUCATIVOS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 594.790,24",14/12/2025
23034.037238/2023-01,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.679.998/0001-05 - EDITORA TUCUPI LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 467.313,51",14/12/2025
23034.031195/2023-42,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,15.058.919/0001-03 - P S D DE VASCONCELLOS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 590.247,31",15/12/2025
23034.026166/2023-69,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.885.067/0001-63 - EDITORA BIJU LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 453.377,36",14/12/2025
23034.031289/2023-11,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.399.449/0001-87 - WANGUARI EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 681.268,86",15/12/2025
23034.031430/2023-86,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.597.688/0001-41 - EDITORA OFICINA DO SABER LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 544.000,50",14/12/2025
23034.031570/2023-54,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.403.251/0001-20 - VERONICA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 227.582,08",15/12/2025
23034.031203/2023-51,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,57.888.919/0001-80 - PONTES EDITORES LTDA - EPP,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 471.782,84",14/12/2025
23034.031142/2023-21,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,07.372.396/0001-47 - IMPERIAL NOVO MILENIO GRAFICA E EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 565.540,66",14/12/2025
